"REGISTRATION","VALID_SINCE","VALID_UNTIL","AC_OPERATOR","AC_OWNER","AC_SUBTYPE","AC_LOGICAL_NO","AC_STATE","DRY_OPERATING_WGT","MAX_TAKEOFF_WGT","CARGO_CAPACITY","FUEL_CAPACITY","AVG_FUEL_CONSUMP","AC_INDEX","CREWSIZE_COCKPIT","CREWSIZE_CABIN","STD_VERSION","AP_RESTRICTION","AC_OWNER_NAME","AC_SUBTYPE_NAME","AC_CATEGORY","REMARK","FUEL_MEASURE_UNIT","AC_CALLSIGN","RADIO","NOISE","PHONE","SPECIAL_EQUIPMENT","ACARS","ALT_REG","RECORD_ID","LAST_UPDATE","LAST_UPDATE_USER_ID","STD_VERSION_ALT_1","STD_VERSION_ALT_2","STD_VERSION_ALT_3","STD_VERSION_ALT_4","ILS_EQUIPMENT","AUTOLAND","HOMEBASE"
"BKQC",01-JAN-16,08-AUG-18,"CX ","CX","77G",8,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633474,02-MAR-22,"netline","","","","","I","Y",""
"BKQD",01-JAN-16,14-OCT-18,"CX ","CX","77G",2,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633475,02-MAR-22,"netline","","","","","I","Y",""
"BKQE",01-JAN-16,08-NOV-18,"CX ","CX","77G",6,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633476,02-MAR-22,"netline","","","","","I","Y",""
"BKQF",01-JAN-16,25-SEP-18,"CX ","CX","77G",1,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633477,02-MAR-22,"netline","","","","","I","Y",""
"BKQL",01-JAN-16,31-DEC-18,"CX ","CX","77G",3,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633478,02-MAR-22,"netline","","","","","I","Y",""
"BKQL",01-JAN-19,01-MAY-19,"CX ","CX","77G",3,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633479,02-MAR-22,"netline","","","","","I","Y",""
"BKQN",01-JAN-16,31-DEC-18,"CX ","CX","77G",10,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633480,02-MAR-22,"netline","","","","","I","Y",""
"BKQN",01-JAN-19,21-JAN-20,"CX ","CX","77G",10,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633481,02-MAR-22,"netline","","","","","I","Y",""
"BKQO",01-JAN-16,31-DEC-18,"CX ","CX","77G",11,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633482,02-MAR-22,"netline","","","","","I","Y",""
"BKQO",01-JAN-19,31-JAN-20,"CX ","CX","77G",11,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633483,02-MAR-22,"netline","","","","","I","Y",""
"BKQP",01-JAN-16,31-DEC-18,"CX ","CX","77G",15,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633484,02-MAR-22,"netline","","","","","I","Y",""
"BKQP",01-JAN-19,10-JUN-19,"CX ","CX","77G",15,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633485,02-MAR-22,"netline","","","","","I","Y",""
"BKQQ",01-JAN-16,31-DEC-18,"CX ","CX","77G",16,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633486,02-MAR-22,"netline","","","","","I","Y",""
"BKQQ",01-JAN-19,16-SEP-19,"CX ","CX","77G",16,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633487,02-MAR-22,"netline","","","","","I","Y",""
"BKQR",01-JAN-16,29-DEC-18,"CX ","CX","77G",12,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633488,02-MAR-22,"netline","","","","","I","Y",""
"BKQS",01-JAN-16,09-DEC-18,"CX ","CX","77G",13,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633489,02-MAR-22,"netline","","","","","I","Y",""
"BKQT",01-JAN-16,31-DEC-18,"CX ","CX","77G",14,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633490,02-MAR-22,"netline","","","","","I","Y",""
"BKQT",01-JAN-19,23-APR-19,"CX ","CX","77G",14,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633491,02-MAR-22,"netline","","","","","I","Y",""
"BKQX",01-JAN-16,01-MAY-18,"CX ","CX","77G",17,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633492,02-MAR-22,"netline","","","","","I","Y",""
"BKQY",01-JAN-16,15-JUN-18,"CX ","CX","77G",18,"R",153362,351534,0,0,0,100,0,0,"STN","N","CATHAY PACIFIC                ","77G                           ","J","40J/32W/268Y = 340                                                              ","kg ","","",,"","","S","",633493,02-MAR-22,"netline","","","","","I","Y",""
"BLBK",01-DEC-20,31-DEC-35,"CX ","CX","33P",11,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317                                                                  ","kg ","","",,"","","S","",584852,02-MAR-22,"netline","","","","","I","Y",""
"BHNN",17-JAN-19,31-DEC-35,"CX ","CX","77P",6,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 12OCT20)                             ","kg ","","",,"","","S","",455612,02-MAR-22,"netline","","","","","I","Y",""
"BHNF",04-JUL-19,31-DEC-35,"CX ","CX","77P",11,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 08AUG20)                             ","kg ","","",,"","","","",482560,02-MAR-22,"netline","","","","","I","Y",""
"BKPA",01-JUN-19,14-MAR-25,"CX ","CX","77A",18,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","6F/53J/34W/201Y = 294 (ASP LONG TERM PARKING FROM 30SEP20)                      ","kg ","","",,"","","S","",482562,28-FEB-25,"iocstn","","","","","I","Y",""
"BKPS",29-JUN-19,19-MAY-23,"CX ","CX","77A",19,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","6F/53J/34W/201Y = 294 (ASP LONG TERM PARKING FROM 30OCT20)                      ","kg ","","",,"","","","",482563,24-MAY-23,"iocltm","","","","","I","Y",""
"BKQP",11-JUN-19,31-DEC-35,"CX ","CX","77K",18,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","","",482564,02-MAR-22,"netline","","","","","I","Y",""
"BHNQ",22-MAY-19,31-DEC-35,"CX ","CX","77P",10,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438                                                                  ","kg ","","",,"","","S","",482570,02-MAR-22,"netline","","","","","I","Y",""
"BLDP",28-MAR-20,31-DEC-35,"LD ","LD","A2F",1,"R",0,217000,59500,0,0,275,0,0,"VVSTN","N","LD                            ","A2F                           ","J","-                                                                               ","kg ","","",,"","","","",558541,16-APR-25,"iocltm","","","","","I","Y",""
"BLBI",01-DEC-20,31-DEC-35,"CX ","CX","33P",15,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317                                                                  ","kg ","","",,"","","S","",584853,02-MAR-22,"netline","","","","","I","Y",""
"BLBD",01-DEC-20,31-DEC-35,"CX ","CX","33B",1,"R",0,233000,0,0,0,50,0,0,"STN","N","CX                            ","33B                           ","J","42J/265Y = 307                                                                  ","kg ","","",,"","","","",584854,02-MAR-22,"netline","","","","","I","Y",""
"BHPH",20-OCT-21,31-DEC-35,"CX ","CX","32Q",5,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",627653,02-MAR-22,"netline","","","","","I","Y",""
"BHSD",01-JAN-16,31-AUG-16,"KA ","KA","320",6,"R",44418,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES                      ","kg ","","",,"","","V","",633575,02-MAR-22,"netline","","","","","I","Y",""
"BHSD",01-SEP-16,23-NOV-20,"KA ","KA","320",6,"R",44418,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES                      ","kg ","","",,"","","V","",633576,02-MAR-22,"netline","","","","","I","Y",""
"BHSE",01-JAN-16,31-AUG-16,"KA ","KA","320",7,"R",44260,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","TRAINING FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES                  ","kg ","","",,"","","V","",633577,02-MAR-22,"netline","","","","","I","Y",""
"BHSE",01-SEP-16,21-FEB-20,"KA ","KA","320",7,"R",44260,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","TRAINING FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES                  ","kg ","","",,"","","V","",633578,02-MAR-22,"netline","","","","","I","Y",""
"BHSG",01-JAN-16,31-AUG-16,"KA ","KA","320",4,"R",44233,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(CQM LONG TERM PARKING FROM 24SEP20)                                            ","kg ","","",,"","","V","",633579,02-MAR-22,"netline","","","","","I","Y",""
"BHSG",01-SEP-16,31-DEC-35,"KA ","KA","320",4,"R",44233,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(CQM LONG TERM PARKING FROM 24SEP20)                                            ","kg ","","",,"","","V","",633580,02-MAR-22,"netline","","","","","I","Y",""
"BHSI",01-JAN-16,31-AUG-16,"KA ","KA","320",3,"R",44239,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633581,02-MAR-22,"netline","","","","","I","Y",""
"BHSI",01-SEP-16,22-JUN-21,"KA ","KA","320",3,"R",44239,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633582,02-MAR-22,"netline","","","","","I","Y",""
"BHSJ",01-JAN-16,31-AUG-16,"KA ","KA","320",2,"R",44066,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 12AUG20)                                            ","kg ","","",,"","","V","",633583,02-MAR-22,"netline","","","","","I","Y",""
"BHSJ",01-SEP-16,31-DEC-35,"KA ","KA","320",2,"R",44066,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 12AUG20)                                            ","kg ","","",,"","","V","",633584,02-MAR-22,"netline","","","","","I","Y",""
"BHSK",01-JAN-16,31-AUG-16,"KA ","KA","320",5,"R",44363,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633585,02-MAR-22,"netline","","","","","I","Y",""
"BHSK",01-SEP-16,31-DEC-35,"KA ","KA","320",5,"R",44363,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633586,02-MAR-22,"netline","","","","","I","Y",""
"BHSL",01-JAN-16,31-AUG-16,"KA ","KA","320",8,"R",44343,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 13AUG20)                                            ","kg ","","",,"","","V","",633587,02-MAR-22,"netline","","","","","I","Y",""
"BHSL",01-SEP-16,01-AUG-23,"KA ","KA","320",8,"R",44343,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 13AUG20)                                            ","kg ","","",,"","","V","",633588,20-DEC-23,"iocstn","","","","","I","Y",""
"BHSM",01-JAN-16,31-AUG-16,"KA ","KA","320",9,"R",44190,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 13AUG20)                                            ","kg ","","",,"","","V","",633589,02-MAR-22,"netline","","","","","I","Y",""
"BHSM",01-SEP-16,28-SEP-23,"KA ","KA","320",9,"R",44190,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 13AUG20)                                            ","kg ","","",,"","","V","",633590,20-DEC-23,"iocstn","","","","","I","Y",""
"BHSN",01-JAN-16,31-AUG-16,"KA ","KA","320",10,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 12AUG20)                                            ","kg ","","",,"","","V","",633591,02-MAR-22,"netline","","","","","I","Y",""
"BKPI",05-APR-19,02-NOV-25,"CX ","CX","77A",15,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","CFG 6F/53J/34W/201Y = 294                                                       ","kg ","","",,"","","S","",473632,17-SEP-25,"iocltm","","","","","I","Y",""
"BLAK",12-MAR-20,31-DEC-35,"CX ","CX","33J",2,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33J                           ","J","28J/265Y = 293                                                                  ","kg ","","",,"","","","",545795,02-MAR-22,"netline","","","","","I","Y",""
"BKPT",19-JUL-19,17-JUN-23,"CX ","CX","77A",20,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","CFG 6F/53J/34W/201Y = 294                                                       ","kg ","","",,"","","S","",487129,24-JUN-23,"iocrml","","","","","I","Y",""
"BLAL",19-JUN-20,31-DEC-35,"CX ","CX","33J",4,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33J                           ","J","28J/265Y = 293                                                                  ","kg ","","",,"","","","",545798,02-MAR-22,"netline","","","","","I","Y",""
"BKPU",22-AUG-19,23-SEP-25,"CX ","CX","77A",22,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","CFG 6F/53J/34W/201Y = 294                                                       ","kg ","","",,"","","","",487131,28-MAY-25,"iocltm","","","","","I","Y",""
"BHNG",21-JUL-19,31-DEC-35,"CX ","CX","77P",13,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 07AUG20)                             ","kg ","","",,"","","","",487132,02-MAR-22,"netline","","","","","I","Y",""
"BHNK",25-JUL-19,31-DEC-35,"CX ","CX","77P",14,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 28AUG20)                             ","kg ","","",,"","","","",487133,02-MAR-22,"netline","","","","","I","Y",""
"BHNR",06-AUG-21,29-NOV-22,"CX ","CX","77C",6,"R",0,0,0,0,0,115,0,0,"STN","N","CX                            ","77C                           ","J","CARGO UPLIFT ONLY ACFT                                                          ","kg ","","",,"","","S","",615926,17-NOV-22,"iocrml","","","","","I","Y",""
"BHSN",01-SEP-16,13-NOV-23,"KA ","KA","320",10,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","(ASP LONG TERM PARKING FROM 12AUG20)                                            ","kg ","","",,"","","V","",633592,20-DEC-23,"iocstn","","","","","I","Y",""
"BLXM",24-SEP-20,31-DEC-35,"CX ","CX","35J",13,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",576060,02-MAR-22,"netline","","","","","I","Y",""
"BHSO",01-JAN-16,31-AUG-16,"KA ","KA","320",11,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633593,02-MAR-22,"netline","","","","","I","Y",""
"BHSP",01-JAN-16,31-AUG-16,"KA ","KA","320",1,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633594,02-MAR-22,"netline","","","","","I","Y",""
"BHSP",01-SEP-16,12-OCT-20,"KA ","KA","320",1,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633595,02-MAR-22,"netline","","","","","I","Y",""
"KA320",01-JAN-14,31-DEC-15,"KA ","KA","320",0,"O",0,0,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","","",633596,02-MAR-22,"netline","","","","","I","Y",""
"KA320",01-JAN-16,31-AUG-16,"KA ","KA","320",0,"O",0,0,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","","",633597,02-MAR-22,"netline","","","","","I","Y",""
"KA320",01-SEP-16,01-JAN-22,"KA ","KA","320",0,"O",0,0,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","","",633598,25-OCT-24,"iocltm","","","","","I","Y",""
"CX33G",01-JAN-14,31-DEC-14,"CX ","CX","33G",0,"O",0,0,0,0,0,80,0,0,"STN","N","CX                            ","33G                           ","J","-                                                                               ","kg ","","",,"","","","",633599,02-MAR-22,"netline","","","","","I","Y",""
"CX33G",01-JAN-15,01-OCT-21,"CX ","CX","33G",0,"O",0,0,0,0,0,80,0,0,"STN","N","CX                            ","33G                           ","J","-                                                                               ","kg ","","",,"","","","",633600,25-OCT-24,"iocltm","","","","","I","Y",""
"BLAM",01-JAN-15,05-DEC-15,"CX ","CX","33G",1,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633601,02-MAR-22,"netline","","","","","I","Y",""
"BLAN",01-JAN-15,26-AUG-15,"CX ","CX","33G",2,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633602,02-MAR-22,"netline","","","","","I","Y",""
"BLAO",01-JAN-15,02-DEC-15,"CX ","CX","33G",15,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633603,02-MAR-22,"netline","","","","","I","Y",""
"BLAX",01-JAN-15,11-OCT-15,"CX ","CX","33G",18,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633604,02-MAR-22,"netline","","","","","I","Y",""
"BLAZ",01-JAN-15,27-SEP-15,"CX ","CX","33G",14,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633605,02-MAR-22,"netline","","","","","I","Y",""
"BLBA",01-JAN-15,19-MAR-15,"CX ","CX","33G",5,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633606,02-MAR-22,"netline","","","","","I","Y",""
"BLBB",01-JAN-15,30-APR-15,"CX ","CX","33G",3,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242  /  1000TH A330 MARKING                                      ","kg ","","",,"","","S","",633607,02-MAR-22,"netline","","","","","I","Y",""
"BLBC",01-JAN-15,12-DEC-15,"CX ","CX","33G",17,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633608,02-MAR-22,"netline","","","","","I","Y",""
"BLAJ",01-JAN-15,20-SEP-15,"CX ","CX","33G",11,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633616,02-MAR-22,"netline","","","","","I","Y",""
"BHLP",01-JAN-15,06-SEP-15,"CX ","CX","33G",26,"R",124205,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633617,02-MAR-22,"netline","","","","","I","Y",""
"BLXI",01-FEB-19,31-DEC-35,"CX ","CX","35J",9,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",441466,02-MAR-22,"netline","","","","","I","Y",""
"N407",14-SEP-18,31-DEC-35,"5Y ","5Y","5Y4",18,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",425386,02-MAR-22,"netline","","","","","I","Y",""
"N445",14-SEP-18,31-DEC-35,"5Y ","5Y","5Y4",19,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",425387,02-MAR-22,"netline","","","","","I","Y",""
"N446",14-SEP-18,01-OCT-22,"5Y ","5Y","5Y4",20,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",425389,25-OCT-24,"iocltm","","","","","I","Y",""
"N472",14-SEP-18,31-DEC-35,"5Y ","5Y","5Y4",21,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",425392,02-MAR-22,"netline","","","","","I","Y",""
"N404",14-SEP-18,31-DEC-35,"5Y ","5Y","5Y4",17,"R",0,0,0,0,0,230,0,0,"STN","N","5Y                            ","5Y4                           ","J","-                                                                               ","kg ","","",,"","","","",425393,02-MAR-22,"netline","","","","","I","Y",""
"BLXH",01-DEC-18,31-DEC-18,"CX ","CX","35J",8,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",441465,02-MAR-22,"netline","","","","","I","Y",""
"BLXJ",01-MAR-19,31-DEC-35,"CX ","CX","35J",10,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",441467,02-MAR-22,"netline","","","","","I","Y",""
"BHLR",01-JAN-15,14-MAY-15,"CX ","CX","33G",7,"R",124802,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633618,02-MAR-22,"netline","","","","","I","Y",""
"BLXK",01-APR-19,31-DEC-35,"CX ","CX","35J",11,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",471044,02-MAR-22,"netline","","","","","I","Y",""
"BHLW",01-JAN-15,13-SEP-15,"CX ","CX","33G",25,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633619,02-MAR-22,"netline","","","","","I","Y",""
"BLAR",01-JAN-15,04-OCT-15,"CX ","CX","33G",22,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33G                           ","J","39J/28W/175Y = 242                                                              ","kg ","","",,"","","S","",633620,02-MAR-22,"netline","","","","","I","Y",""
"BHTD",01-JAN-16,31-DEC-35,"KA ","KA","321",5,"R",51130,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",633621,02-MAR-22,"netline","","","","","I","Y",""
"BHTE",01-JAN-16,31-DEC-35,"KA ","KA","321",4,"R",51216,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",633622,02-MAR-22,"netline","","","","","I","Y",""
"BHTI",01-JAN-16,27-JAN-21,"KA ","KA","321",1,"R",51252,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",633627,02-MAR-22,"netline","","","","","I","Y",""
"BHTF",01-JAN-16,11-NOV-20,"KA ","KA","321",3,"R",51083,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",633624,02-MAR-22,"netline","","","","","I","Y",""
"BHTG",01-JAN-16,27-JAN-21,"KA ","KA","321",2,"R",50956,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",633625,02-MAR-22,"netline","","","","","I","Y",""
"BHTH",01-JAN-16,27-JAN-21,"KA ","KA","321",6,"R",51220,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172 (ASP LONG TERM PARKING FROM 26APR21)                             ","kg ","","",,"","","V","",633626,02-MAR-22,"netline","","","","","I","Y",""
"BHTJ",01-JAN-16,27-MAY-21,"KA ","KA","321",7,"R",51252,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172 (ASP LONG TERM PARKING FROM 13AUG20)                             ","kg ","","",,"","","V","",633628,02-MAR-22,"netline","","","","","I","Y",""
"BHTK",01-JAN-16,27-JAN-21,"KA ","KA","321",8,"R",51252,89000,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","24J/148Y = 172                                                                  ","kg ","","",,"","","V","",633629,02-MAR-22,"netline","","","","","I","Y",""
"KA321",01-JAN-16,01-JAN-22,"KA ","KA","321",0,"O",0,0,0,0,0,320,0,0,"STN","N","KA                            ","321                           ","J","-                                                                               ","kg ","","",,"","","","",633630,25-OCT-24,"iocltm","","","","","I","Y",""
"KA32M",01-JAN-14,31-DEC-17,"KA ","KA","32M",0,"O",0,0,0,0,0,310,0,0,"STN","N","KA                            ","32M                           ","J","-                                                                               ","kg ","","",,"","","","",633631,02-MAR-22,"netline","","","","","I","Y",""
