"REGISTRATION","VALID_SINCE","VALID_UNTIL","AC_OPERATOR","AC_OWNER","AC_SUBTYPE","AC_LOGICAL_NO","AC_STATE","DRY_OPERATING_WGT","MAX_TAKEOFF_WGT","CARGO_CAPACITY","FUEL_CAPACITY","AVG_FUEL_CONSUMP","AC_INDEX","CREWSIZE_COCKPIT","CREWSIZE_CABIN","STD_VERSION","AP_RESTRICTION","AC_OWNER_NAME","AC_SUBTYPE_NAME","AC_CATEGORY","REMARK","FUEL_MEASURE_UNIT","AC_CALLSIGN","RADIO","NOISE","PHONE","SPECIAL_EQUIPMENT","ACARS","ALT_REG","RECORD_ID","LAST_UPDATE","LAST_UPDATE_USER_ID","STD_VERSION_ALT_1","STD_VERSION_ALT_2","STD_VERSION_ALT_3","STD_VERSION_ALT_4","ILS_EQUIPMENT","AUTOLAND","HOMEBASE"
"BLAI",01-JAN-15,31-DEC-17,"CX ","CX","33K",13,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251  / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633632,02-MAR-22,"netline","","","","","I","Y",""
"BLBJ",01-JAN-18,31-DEC-18,"CX ","CX","33K",14,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 16NOV20)                         ","kg ","","",,"","","S","",633634,02-MAR-22,"netline","","","","","I","Y",""
"BLBJ",01-JAN-19,12-DEC-22,"CX ","CX","33K",14,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 16NOV20)                         ","kg ","","",,"","","S","",633635,17-NOV-22,"iocrml","","","","","I","Y",""
"BLAC",01-JAN-18,31-DEC-18,"CX ","CX","33K",11,"R",124473,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251  / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633636,02-MAR-22,"netline","","","","","I","Y",""
"BLAC",01-JAN-19,20-NOV-19,"CX ","CX","33K",11,"R",124473,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251  / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633637,02-MAR-22,"netline","","","","","I","Y",""
"BKQL",02-MAY-19,31-MAR-22,"CX ","CX","77K",17,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368 (ASP LONG TERM PARKING FROM 23OCT20)                         ","kg ","","",,"","","S","",476050,19-MAR-22,"netline","","","","","I","Y",""
"BLXF",19-NOV-18,31-DEC-18,"CX ","CX","35J",6,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",428751,02-MAR-22,"netline","","","","","I","Y",""
"BKQJ",02-MAY-19,31-DEC-35,"CX ","CX","77A",16,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","CFG 6F/53J/34W/201Y = 294                                                       ","kg ","","",,"","","S","",476051,02-MAR-22,"netline","","","","","I","Y",""
"BKQO",01-FEB-20,31-DEC-35,"CX ","CX","77K",19,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","","",527157,02-MAR-22,"netline","","","","","I","Y",""
"BKQN",22-JAN-20,31-DEC-35,"CX ","CX","77K",22,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368 (ASP LONG TERM PARKING FROM 30OCT20)                         ","kg ","","",,"","","","",544424,02-MAR-22,"netline","","","","","I","Y",""
"EIHEE",28-MAR-20,23-JAN-21,"LD ","LD","33X",2,"R",0,0,0,0,0,295,0,0,"VVSTN","N","LD                            ","33X                           ","J","A330-200F. BKK/SIN ONLY                                                         ","kg ","","",,"","","","",558024,02-MAR-22,"netline","","","","","I","Y",""
"BLQD",31-AUG-20,31-DEC-35,"CX ","CX","35G",27,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",571011,02-MAR-22,"netline","","","","","I","Y",""
"BLQE",10-SEP-20,31-DEC-35,"CX ","CX","35G",28,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",572717,06-FEB-24,"iocppw","","","","","I","Y",""
"BHTG",28-JAN-21,31-DEC-35,"CX ","CX","32P",4,"R",0,0,0,0,0,40,0,0,"STN","N","CX                            ","32P                           ","J","-                                                                               ","kg ","","",,"","","","",594572,02-MAR-22,"netline","","","","","I","Y",""
"BLAG",01-JAN-18,15-MAR-18,"CX ","CX","33K",12,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251  / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633663,02-MAR-22,"netline","","","","","I","Y",""
"BHLQ",01-JAN-15,31-DEC-17,"CX ","CX","33K",1,"R",124614,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 17NOV20)                         ","kg ","","",,"","","S","",633664,02-MAR-22,"netline","","","","","I","Y",""
"BHLQ",01-JAN-18,31-DEC-18,"CX ","CX","33K",1,"R",124614,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 17NOV20)                         ","kg ","","",,"","","S","",633665,02-MAR-22,"netline","","","","","I","Y",""
"BHLQ",01-JAN-19,31-DEC-35,"CX ","CX","33K",1,"R",124614,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (resume PEY as per PLN WEF W23)                              ","kg ","","",,"","","S","",633666,31-OCT-23,"iocstn","","","","","I","Y",""
"BHLS",01-JAN-15,31-DEC-17,"CX ","CX","33K",2,"R",124881,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 27AUG20)                         ","kg ","","",,"","","S","",633667,02-MAR-22,"netline","","","","","I","Y",""
"BHLS",01-JAN-18,31-DEC-18,"CX ","CX","33K",2,"R",124881,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 27AUG20)                         ","kg ","","",,"","","S","",633668,02-MAR-22,"netline","","","","","I","Y",""
"BHLS",01-JAN-19,31-DEC-35,"CX ","CX","33K",2,"R",124881,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 27AUG20)                         ","kg ","","",,"","","S","",633669,02-MAR-22,"netline","","","","","I","Y",""
"CX33K",01-JAN-15,31-DEC-17,"CX ","CX","33K",0,"O",0,0,0,0,0,70,0,0,"STN","N","CX                            ","33K                           ","J","-                                                                               ","kg ","","",,"","","","",633670,02-MAR-22,"netline","","","","","I","Y",""
"CX33K",01-JAN-18,31-DEC-18,"CX ","CX","33K",0,"O",0,0,0,0,0,70,0,0,"STN","N","CX                            ","33K                           ","J","-                                                                               ","kg ","","",,"","","","",633671,02-MAR-22,"netline","","","","","I","Y",""
"CX33K",01-JAN-19,31-DEC-35,"CX ","CX","33K",0,"O",0,0,0,0,0,70,0,0,"STN","N","CX                            ","33K                           ","J","-                                                                               ","kg ","","",,"","","","",633672,02-MAR-22,"netline","","","","","I","Y",""
"CX77H",01-JAN-14,31-DEC-15,"CX ","CX","77H",0,"O",0,0,0,0,0,90,0,0,"STN","N","CX                            ","77H                           ","J","-                                                                               ","kg ","","",,"","","","",633673,02-MAR-22,"netline","","","","","I","Y",""
"CX77H",01-JAN-16,31-OCT-22,"CX ","CX","77H",0,"O",0,0,0,0,0,90,0,0,"STN","N","CX                            ","77H                           ","J","-                                                                               ","kg ","","",,"","","","",633674,25-OCT-24,"iocltm","","","","","I","Y",""
"BKPA",01-JAN-16,31-MAY-19,"CX ","CX","77H",21,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633675,02-MAR-22,"netline","","","","","I","Y",""
"BKPB",01-JAN-16,12-DEC-18,"CX ","CX","77H",20,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275. SPIRIT OF HONG KONG LIVERY                               ","kg ","","",,"","","S","",633676,02-MAR-22,"netline","","","","","I","Y",""
"BKPC",01-JAN-16,14-APR-21,"CX ","CX","77H",22,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y=275 / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633677,02-MAR-22,"netline","","","","","I","Y",""
"BKPD",01-JAN-16,21-JAN-20,"CX ","CX","77H",23,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633678,02-MAR-22,"netline","","","","","I","Y",""
"BKPE",01-JAN-16,22-DEC-18,"CX ","CX","77H",24,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633679,02-MAR-22,"netline","","","","","I","Y",""
"BKPF",01-JAN-16,25-DEC-19,"CX ","CX","77H",25,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633680,02-MAR-22,"netline","","","","","I","Y",""
"BKPG",01-JAN-16,19-JUL-19,"CX ","CX","77H",26,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y=275 / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633681,02-MAR-22,"netline","","","","","I","Y",""
"BKQR",30-DEC-18,28-SEP-20,"CX ","CX","77K",14,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","S","",446196,02-MAR-22,"netline","","","","","I","Y",""
"KA32Q",01-FEB-20,29-DEC-20,"KA ","KA","32Q",0,"O",0,0,0,0,0,310,0,0,"STN","N","KA                            ","32Q                           ","J","-                                                                               ","kg ","","",,"","","","",505399,02-MAR-22,"netline","","","","","I","Y",""
"BKPP",19-MAR-19,22-AUG-23,"CX ","CX","77A",9,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","CFG 6F/53J/34W/201Y = 294                                                       ","kg ","","",,"","","S","",446198,22-AUG-23,"iocstn","","","","","I","Y",""
"BHPE",28-APR-21,31-DEC-35,"CX ","CX","32Q",3,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",602091,02-MAR-22,"netline","","","","","I","Y",""
"BLAD",01-JAN-15,31-DEC-17,"CX ","CX","33K",3,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 26AUG20)                         ","kg ","","",,"","","S","",633638,02-MAR-22,"netline","","","","","I","Y",""
"BLAD",01-JAN-18,31-DEC-18,"CX ","CX","33K",3,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 26AUG20)                         ","kg ","","",,"","","S","",633639,02-MAR-22,"netline","","","","","I","Y",""
"BLAD",01-JAN-19,16-OCT-22,"CX ","CX","33K",3,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 26AUG20)                         ","kg ","","",,"","","S","",633640,10-OCT-22,"netline","","","","","I","Y",""
"BLAE",01-JAN-15,31-DEC-17,"CX ","CX","33K",4,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251                                                              ","kg ","","",,"","","S","",633641,02-MAR-22,"netline","","","","","I","Y",""
"BLAE",01-JAN-18,31-DEC-18,"CX ","CX","33K",4,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251                                                              ","kg ","","",,"","","S","",633642,02-MAR-22,"netline","","","","","I","Y",""
"BLAE",01-JAN-19,04-APR-20,"CX ","CX","33K",4,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251                                                              ","kg ","","",,"","","S","",633643,02-MAR-22,"netline","","","","","I","Y",""
"BLAF",01-JAN-15,31-DEC-17,"CX ","CX","33K",5,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 23OCT20)                         ","kg ","","",,"","","S","",633644,02-MAR-22,"netline","","","","","I","Y",""
"BLAF",01-JAN-18,31-DEC-18,"CX ","CX","33K",5,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 23OCT20)                         ","kg ","","",,"","","S","",633645,02-MAR-22,"netline","","","","","I","Y",""
"BLAF",01-JAN-19,25-SEP-23,"CX ","CX","33K",5,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251 (ASP LONG TERM PARKING FROM 23OCT20)                         ","kg ","","",,"","","S","",633646,26-SEP-23,"iocstn","","","","","I","Y",""
